variables,estimates
Weekday 5Fr,1.0308812186971215
Weekday 6Sa,0.9675791598351114
Weekday 7So,0.9041379106709712
Weekday 1Mo,0.9672075719111782
Weekday 2Di,1.029361817466473
Weekday 3Mi,1.0542898657453954
