variables,estimates
Weekday 5Fr,1.031454385954222
Weekday 6Sa,0.9643329749909294
Weekday 7So,0.8899840264793704
Weekday 1Mo,0.9645603386159254
Weekday 2Di,1.0373174895042936
Weekday 3Mi,1.0625568947031279
