variables,estimates
Mobility (PC1),0.9043623215663701
Mobility (PC2),0.982279254062187
Mobility (PC3),1.0464639616812657
Mobility (PC4),1.024679439618002
Mobility (PC5),1.0036721127357606
Mobility (PC6),0.9998862871620804
