variables,estimates,conflow,confhigh
Mobility (PC1),0.8904939002438238,0.877301924525332,0.9038994419631409
Mobility (PC2),1.0212299631854695,0.9952762321893251,1.047879884718509
Mobility (PC3),0.8152910138877854,0.7967402395150568,0.8342482651901135
Mobility (PC4),1.4188632918281918,1.3514557526931765,1.4896205376932645
Mobility (PC5),0.8048851106093198,0.761907665523427,0.8502761687571315
Mobility (PC6),0.9213277121563704,0.8566438815248348,0.9909145445565086
