Mobility,331477.270133807
COVID-19 burden,334194.54670545
Searches corona,332234.892473484
Temperature,332232.951099182
Rainfall,332694.158472051
Humidity,331477.270133806
Wind,332694.15847205
Foreign citizens,333990.886077897
Nursing homes,332746.356212847
Population density,333945.202299546
Socio-economic status,333966.008312693
Age,333969.954701965
Gender,333990.886077897
Holiday,332234.892473484
Interventions,333940.235529664
Weekday,332234.892473484
