variables,estimates,conflow,confhigh
Mobility (PC1),0.9419597925514964,0.9248597002388261,0.9594094746502358
Mobility (PC2),1.0126951171304464,0.9890367858575001,1.0369282990854782
Mobility (PC3),1.1664987318473696,1.1256947636591426,1.2088099911424297
Mobility (PC4),0.6696863901044798,0.6373257561075047,0.7036553887698879
Mobility (PC5),1.3059302533965376,1.2266367048334137,1.390346425578251
Mobility (PC6),0.690162689150156,0.6318782188539626,0.7538175106936812
