variables,estimates
Weekday 2Di,1.0553998544060095
Weekday 3Mi,1.112474794846283
Weekday 5Fr,1.0483427661456954
Weekday 6Sa,0.943692476999825
Weekday 7So,0.8219517552301893
Weekday 1Mo,0.9150259478742072
