date,BL_ID,Bundesland,relativtrend,year,kw
2020-05-31,16,Thüringen,19.32,2020,22
2020-06-07,16,Thüringen,17.48,2020,23
2020-06-14,16,Thüringen,18.400000000000002,2020,24
2020-06-21,16,Thüringen,15.64,2020,25
2020-06-28,16,Thüringen,12.88,2020,26
2020-07-05,16,Thüringen,14.72,2020,27
2020-07-12,16,Thüringen,13.8,2020,28
2020-07-19,16,Thüringen,13.8,2020,29
2020-07-26,16,Thüringen,16.560000000000002,2020,30
2020-08-02,16,Thüringen,15.64,2020,31
2020-08-09,16,Thüringen,15.64,2020,32
2020-08-16,16,Thüringen,15.64,2020,33
2020-08-23,16,Thüringen,15.64,2020,34
2020-08-30,16,Thüringen,12.88,2020,35
2020-09-06,16,Thüringen,11.96,2020,36
2020-09-13,16,Thüringen,15.64,2020,37
2020-09-20,16,Thüringen,16.560000000000002,2020,38
2020-09-27,16,Thüringen,16.560000000000002,2020,39
2020-10-04,16,Thüringen,21.16,2020,40
2020-10-11,16,Thüringen,35.88,2020,41
2020-10-18,16,Thüringen,46,2020,42
2020-10-25,16,Thüringen,54.28,2020,43
2020-11-01,16,Thüringen,35.88,2020,44
2020-11-08,16,Thüringen,30.360000000000003,2020,45
2020-11-15,16,Thüringen,30.360000000000003,2020,46
2020-11-22,16,Thüringen,34.04,2020,47
2020-11-29,16,Thüringen,30.360000000000003,2020,48
2020-12-06,16,Thüringen,44.160000000000004,2020,49
2020-12-13,16,Thüringen,47.84,2020,50
2020-12-20,16,Thüringen,36.800000000000004,2020,51
2020-12-27,16,Thüringen,36.800000000000004,2020,52
2021-01-03,16,Thüringen,45.080000000000005,2021,53
2021-01-10,16,Thüringen,34.96,2021,1
2021-01-17,16,Thüringen,35.88,2021,2
2021-01-24,16,Thüringen,32.2,2021,3
