"Datum";"Coronatrend";"Bundesland";"BL_ID"
"2020-05-11";24;"Schleswig-Holstein";1
"2020-05-12";24;"Schleswig-Holstein";1
"2020-05-13";24;"Schleswig-Holstein";1
"2020-05-14";22;"Schleswig-Holstein";1
"2020-05-15";22;"Schleswig-Holstein";1
"2020-05-16";21;"Schleswig-Holstein";1
"2020-05-17";25;"Schleswig-Holstein";1
"2020-05-18";22;"Schleswig-Holstein";1
"2020-05-19";20;"Schleswig-Holstein";1
"2020-05-20";21;"Schleswig-Holstein";1
"2020-05-21";19;"Schleswig-Holstein";1
"2020-05-22";18;"Schleswig-Holstein";1
"2020-05-23";20;"Schleswig-Holstein";1
"2020-05-24";20;"Schleswig-Holstein";1
"2020-05-25";20;"Schleswig-Holstein";1
"2020-05-26";19;"Schleswig-Holstein";1
"2020-05-27";20;"Schleswig-Holstein";1
"2020-05-28";18;"Schleswig-Holstein";1
"2020-05-29";17;"Schleswig-Holstein";1
"2020-05-30";18;"Schleswig-Holstein";1
"2020-05-31";18;"Schleswig-Holstein";1
"2020-06-01";19;"Schleswig-Holstein";1
"2020-06-02";19;"Schleswig-Holstein";1
"2020-06-03";18;"Schleswig-Holstein";1
"2020-06-04";19;"Schleswig-Holstein";1
"2020-06-05";16;"Schleswig-Holstein";1
"2020-06-06";16;"Schleswig-Holstein";1
"2020-06-07";16;"Schleswig-Holstein";1
"2020-06-08";16;"Schleswig-Holstein";1
"2020-06-09";18;"Schleswig-Holstein";1
"2020-06-10";15;"Schleswig-Holstein";1
"2020-06-11";14;"Schleswig-Holstein";1
"2020-06-12";14;"Schleswig-Holstein";1
"2020-06-13";14;"Schleswig-Holstein";1
"2020-06-14";16;"Schleswig-Holstein";1
"2020-06-15";19;"Schleswig-Holstein";1
"2020-06-16";25;"Schleswig-Holstein";1
"2020-03-01";14;"Sachsen-Anhalt";15
"2020-03-02";15;"Sachsen-Anhalt";15
"2020-03-03";21;"Sachsen-Anhalt";15
"2020-03-04";21;"Sachsen-Anhalt";15
"2020-03-05";26;"Sachsen-Anhalt";15
"2020-03-06";28;"Sachsen-Anhalt";15
"2020-03-07";21;"Sachsen-Anhalt";15
"2020-03-08";27;"Sachsen-Anhalt";15
"2020-03-09";29;"Sachsen-Anhalt";15
"2020-03-10";47;"Sachsen-Anhalt";15
"2020-03-11";51;"Sachsen-Anhalt";15
"2020-03-12";84;"Sachsen-Anhalt";15
"2020-03-13";100;"Sachsen-Anhalt";15
"2020-03-14";81;"Sachsen-Anhalt";15
"2020-03-15";88;"Sachsen-Anhalt";15
"2020-03-16";89;"Sachsen-Anhalt";15
"2020-03-17";92;"Sachsen-Anhalt";15
"2020-03-18";84;"Sachsen-Anhalt";15
"2020-03-19";92;"Sachsen-Anhalt";15
"2020-03-20";89;"Sachsen-Anhalt";15
"2020-03-21";91;"Sachsen-Anhalt";15
"2020-03-22";98;"Sachsen-Anhalt";15
"2020-03-23";74;"Sachsen-Anhalt";15
"2020-03-24";68;"Sachsen-Anhalt";15
"2020-03-25";60;"Sachsen-Anhalt";15
"2020-03-26";64;"Sachsen-Anhalt";15
"2020-03-27";63;"Sachsen-Anhalt";15
"2020-03-28";63;"Sachsen-Anhalt";15
"2020-03-29";59;"Sachsen-Anhalt";15
"2020-03-30";58;"Sachsen-Anhalt";15
"2020-03-31";51;"Sachsen-Anhalt";15
"2020-04-01";51;"Sachsen-Anhalt";15
"2020-04-02";57;"Sachsen-Anhalt";15
"2020-04-03";50;"Sachsen-Anhalt";15
"2020-04-04";46;"Sachsen-Anhalt";15
"2020-04-05";47;"Sachsen-Anhalt";15
"2020-04-06";45;"Sachsen-Anhalt";15
"2020-04-07";45;"Sachsen-Anhalt";15
"2020-04-08";41;"Sachsen-Anhalt";15
"2020-04-09";38;"Sachsen-Anhalt";15
"2020-04-10";36;"Sachsen-Anhalt";15
"2020-04-11";40;"Sachsen-Anhalt";15
"2020-04-12";38;"Sachsen-Anhalt";15
"2020-04-13";37;"Sachsen-Anhalt";15
"2020-04-14";36;"Sachsen-Anhalt";15
"2020-04-15";66;"Sachsen-Anhalt";15
"2020-04-16";46;"Sachsen-Anhalt";15
"2020-04-17";35;"Sachsen-Anhalt";15
"2020-04-18";36;"Sachsen-Anhalt";15
"2020-04-19";37;"Sachsen-Anhalt";15
"2020-04-20";34;"Sachsen-Anhalt";15
"2020-04-21";40;"Sachsen-Anhalt";15
"2020-04-22";33;"Sachsen-Anhalt";15
"2020-04-23";34;"Sachsen-Anhalt";15
"2020-04-24";33;"Sachsen-Anhalt";15
"2020-04-25";31;"Sachsen-Anhalt";15
"2020-04-26";31;"Sachsen-Anhalt";15
"2020-04-27";31;"Sachsen-Anhalt";15
"2020-04-28";33;"Sachsen-Anhalt";15
"2020-04-29";33;"Sachsen-Anhalt";15
"2020-04-30";32;"Sachsen-Anhalt";15
"2020-05-01";28;"Sachsen-Anhalt";15
"2020-05-02";32;"Sachsen-Anhalt";15
"2020-05-03";33;"Sachsen-Anhalt";15
"2020-05-04";28;"Sachsen-Anhalt";15
"2020-05-05";30;"Sachsen-Anhalt";15
"2020-05-06";36;"Sachsen-Anhalt";15
"2020-05-07";35;"Sachsen-Anhalt";15
"2020-05-08";28;"Sachsen-Anhalt";15
"2020-05-09";26;"Sachsen-Anhalt";15
"2020-05-10";28;"Sachsen-Anhalt";15
"2020-05-11";27;"Sachsen-Anhalt";15
"2020-05-12";28;"Sachsen-Anhalt";15
"2020-05-13";24;"Sachsen-Anhalt";15
"2020-05-14";25;"Sachsen-Anhalt";15
"2020-05-15";22;"Sachsen-Anhalt";15
"2020-05-16";21;"Sachsen-Anhalt";15
"2020-05-17";22;"Sachsen-Anhalt";15
"2020-05-18";25;"Sachsen-Anhalt";15
"2020-05-19";24;"Sachsen-Anhalt";15
"2020-05-20";25;"Sachsen-Anhalt";15
"2020-05-21";19;"Sachsen-Anhalt";15
"2020-05-22";19;"Sachsen-Anhalt";15
"2020-05-23";19;"Sachsen-Anhalt";15
"2020-05-24";20;"Sachsen-Anhalt";15
"2020-05-25";20;"Sachsen-Anhalt";15
"2020-05-26";22;"Sachsen-Anhalt";15
"2020-05-27";19;"Sachsen-Anhalt";15
"2020-05-28";19;"Sachsen-Anhalt";15
"2020-05-29";18;"Sachsen-Anhalt";15
"2020-05-30";17;"Sachsen-Anhalt";15
"2020-05-31";17;"Sachsen-Anhalt";15
"2020-06-01";17;"Sachsen-Anhalt";15
"2020-06-02";18;"Sachsen-Anhalt";15
"2020-06-03";20;"Sachsen-Anhalt";15
"2020-06-04";20;"Sachsen-Anhalt";15
"2020-06-05";16;"Sachsen-Anhalt";15
"2020-06-06";14;"Sachsen-Anhalt";15
"2020-06-07";13;"Sachsen-Anhalt";15
"2020-06-08";15;"Sachsen-Anhalt";15
"2020-06-09";16;"Sachsen-Anhalt";15
"2020-06-10";17;"Sachsen-Anhalt";15
"2020-06-11";16;"Sachsen-Anhalt";15
"2020-06-12";21;"Sachsen-Anhalt";15
"2020-06-13";16;"Sachsen-Anhalt";15
"2020-06-14";15;"Sachsen-Anhalt";15
"2020-06-15";19;"Sachsen-Anhalt";15
"2020-06-16";25;"Sachsen-Anhalt";15
"2020-03-01";13;"Sachsen";14
"2020-03-02";18;"Sachsen";14
"2020-03-03";20;"Sachsen";14
"2020-03-04";17;"Sachsen";14
"2020-03-05";17;"Sachsen";14
"2020-03-06";20;"Sachsen";14
"2020-03-07";16;"Sachsen";14
"2020-03-08";21;"Sachsen";14
"2020-03-09";26;"Sachsen";14
"2020-03-10";31;"Sachsen";14
"2020-03-11";43;"Sachsen";14
"2020-03-12";72;"Sachsen";14
"2020-03-13";100;"Sachsen";14
"2020-03-14";83;"Sachsen";14
"2020-03-15";88;"Sachsen";14
"2020-03-16";92;"Sachsen";14
"2020-03-17";86;"Sachsen";14
"2020-03-18";85;"Sachsen";14
"2020-03-19";81;"Sachsen";14
"2020-03-20";88;"Sachsen";14
"2020-03-21";87;"Sachsen";14
"2020-03-22";92;"Sachsen";14
"2020-03-23";71;"Sachsen";14
"2020-03-24";62;"Sachsen";14
"2020-03-25";63;"Sachsen";14
"2020-03-26";62;"Sachsen";14
"2020-03-27";59;"Sachsen";14
"2020-03-28";61;"Sachsen";14
"2020-03-29";55;"Sachsen";14
"2020-03-30";53;"Sachsen";14
"2020-03-31";50;"Sachsen";14
"2020-04-01";50;"Sachsen";14
"2020-04-02";48;"Sachsen";14
"2020-04-03";43;"Sachsen";14
"2020-04-04";44;"Sachsen";14
"2020-04-05";43;"Sachsen";14
"2020-04-06";42;"Sachsen";14
"2020-04-07";42;"Sachsen";14
"2020-04-08";38;"Sachsen";14
"2020-04-09";38;"Sachsen";14
"2020-04-10";34;"Sachsen";14
"2020-04-11";36;"Sachsen";14
"2020-04-12";32;"Sachsen";14
"2020-04-13";38;"Sachsen";14
"2020-04-14";37;"Sachsen";14
"2020-04-15";66;"Sachsen";14
"2020-04-16";49;"Sachsen";14
"2020-04-17";46;"Sachsen";14
"2020-04-18";36;"Sachsen";14
"2020-04-19";34;"Sachsen";14
"2020-04-20";34;"Sachsen";14
"2020-04-21";33;"Sachsen";14
"2020-04-22";33;"Sachsen";14
"2020-04-23";33;"Sachsen";14
"2020-04-24";32;"Sachsen";14
"2020-04-25";28;"Sachsen";14
"2020-04-26";32;"Sachsen";14
"2020-04-27";29;"Sachsen";14
"2020-04-28";31;"Sachsen";14
"2020-04-29";31;"Sachsen";14
"2020-04-30";32;"Sachsen";14
"2020-05-01";29;"Sachsen";14
"2020-05-02";26;"Sachsen";14
"2020-05-03";30;"Sachsen";14
"2020-05-04";30;"Sachsen";14
"2020-05-05";27;"Sachsen";14
"2020-05-06";42;"Sachsen";14
"2020-05-07";38;"Sachsen";14
"2020-05-08";31;"Sachsen";14
"2020-05-09";29;"Sachsen";14
"2020-05-10";27;"Sachsen";14
"2020-05-11";26;"Sachsen";14
"2020-05-12";31;"Sachsen";14
"2020-05-13";26;"Sachsen";14
"2020-05-14";25;"Sachsen";14
"2020-05-15";22;"Sachsen";14
"2020-05-16";21;"Sachsen";14
"2020-05-17";23;"Sachsen";14
"2020-05-18";23;"Sachsen";14
"2020-05-19";21;"Sachsen";14
"2020-05-20";20;"Sachsen";14
"2020-05-21";19;"Sachsen";14
"2020-05-22";17;"Sachsen";14
"2020-05-23";18;"Sachsen";14
"2020-05-24";18;"Sachsen";14
"2020-05-25";21;"Sachsen";14
"2020-05-26";19;"Sachsen";14
"2020-05-27";18;"Sachsen";14
"2020-05-28";17;"Sachsen";14
"2020-05-29";17;"Sachsen";14
"2020-05-30";15;"Sachsen";14
"2020-05-31";15;"Sachsen";14
"2020-06-01";17;"Sachsen";14
"2020-06-02";17;"Sachsen";14
"2020-06-03";20;"Sachsen";14
"2020-06-04";20;"Sachsen";14
"2020-06-05";16;"Sachsen";14
"2020-06-06";13;"Sachsen";14
"2020-06-07";15;"Sachsen";14
"2020-06-08";15;"Sachsen";14
"2020-06-09";14;"Sachsen";14
"2020-06-10";15;"Sachsen";14
"2020-06-11";15;"Sachsen";14
"2020-06-12";13;"Sachsen";14
"2020-06-13";12;"Sachsen";14
"2020-06-14";13;"Sachsen";14
"2020-06-15";15;"Sachsen";14
"2020-06-16";21;"Sachsen";14
"2020-03-01";16;"Saarland";10
"2020-03-02";16;"Saarland";10
"2020-03-03";39;"Saarland";10
"2020-03-04";20;"Saarland";10
"2020-03-05";18;"Saarland";10
"2020-03-06";25;"Saarland";10
"2020-03-07";20;"Saarland";10
"2020-03-08";29;"Saarland";10
"2020-03-09";33;"Saarland";10
"2020-03-10";38;"Saarland";10
"2020-03-11";65;"Saarland";10
"2020-03-12";84;"Saarland";10
"2020-03-13";98;"Saarland";10
"2020-03-14";93;"Saarland";10
"2020-03-15";100;"Saarland";10
"2020-03-16";90;"Saarland";10
"2020-03-17";87;"Saarland";10
"2020-03-18";76;"Saarland";10
"2020-03-19";76;"Saarland";10
"2020-03-20";81;"Saarland";10
"2020-03-21";81;"Saarland";10
"2020-03-22";80;"Saarland";10
"2020-03-23";67;"Saarland";10
"2020-03-24";58;"Saarland";10
"2020-03-25";57;"Saarland";10
"2020-03-26";58;"Saarland";10
"2020-03-27";51;"Saarland";10
"2020-03-28";56;"Saarland";10
"2020-03-29";49;"Saarland";10
"2020-03-30";52;"Saarland";10
"2020-03-31";51;"Saarland";10
"2020-04-01";53;"Saarland";10
"2020-04-02";43;"Saarland";10
"2020-04-03";42;"Saarland";10
"2020-04-04";47;"Saarland";10
"2020-04-05";42;"Saarland";10
"2020-04-06";43;"Saarland";10
"2020-04-07";38;"Saarland";10
"2020-04-08";32;"Saarland";10
"2020-04-09";32;"Saarland";10
"2020-04-10";34;"Saarland";10
"2020-04-11";33;"Saarland";10
"2020-04-12";34;"Saarland";10
"2020-04-13";34;"Saarland";10
"2020-04-14";32;"Saarland";10
"2020-04-15";53;"Saarland";10
"2020-04-16";38;"Saarland";10
"2020-04-17";31;"Saarland";10
"2020-04-18";29;"Saarland";10
"2020-04-19";27;"Saarland";10
"2020-04-20";29;"Saarland";10
"2020-04-21";27;"Saarland";10
"2020-04-22";32;"Saarland";10
"2020-04-23";30;"Saarland";10
"2020-04-24";25;"Saarland";10
"2020-04-25";24;"Saarland";10
"2020-04-26";28;"Saarland";10
"2020-04-27";29;"Saarland";10
"2020-04-28";29;"Saarland";10
"2020-04-29";28;"Saarland";10
"2020-04-30";27;"Saarland";10
"2020-05-01";22;"Saarland";10
"2020-05-02";29;"Saarland";10
"2020-05-03";26;"Saarland";10
"2020-05-04";26;"Saarland";10
"2020-05-05";25;"Saarland";10
"2020-05-06";32;"Saarland";10
"2020-05-07";29;"Saarland";10
"2020-05-08";21;"Saarland";10
"2020-05-09";23;"Saarland";10
"2020-05-10";27;"Saarland";10
"2020-05-11";25;"Saarland";10
"2020-05-12";25;"Saarland";10
"2020-05-13";26;"Saarland";10
"2020-05-14";23;"Saarland";10
"2020-05-15";23;"Saarland";10
"2020-05-16";23;"Saarland";10
"2020-05-17";21;"Saarland";10
"2020-05-18";23;"Saarland";10
"2020-05-19";19;"Saarland";10
"2020-05-20";17;"Saarland";10
"2020-05-21";23;"Saarland";10
"2020-05-22";14;"Saarland";10
"2020-05-23";19;"Saarland";10
"2020-05-24";22;"Saarland";10
"2020-05-25";22;"Saarland";10
"2020-05-26";18;"Saarland";10
"2020-05-27";19;"Saarland";10
"2020-05-28";18;"Saarland";10
"2020-05-29";22;"Saarland";10
"2020-05-30";19;"Saarland";10
"2020-05-31";18;"Saarland";10
"2020-06-01";18;"Saarland";10
"2020-06-02";19;"Saarland";10
"2020-06-03";17;"Saarland";10
"2020-06-04";18;"Saarland";10
"2020-06-05";15;"Saarland";10
"2020-06-06";15;"Saarland";10
"2020-06-07";15;"Saarland";10
"2020-06-08";17;"Saarland";10
"2020-06-09";14;"Saarland";10
"2020-06-10";16;"Saarland";10
"2020-06-11";16;"Saarland";10
"2020-06-12";15;"Saarland";10
"2020-06-13";13;"Saarland";10
"2020-06-14";15;"Saarland";10
"2020-06-15";17;"Saarland";10
"2020-06-16";25;"Saarland";10
"2020-03-01";18;"Rheinland-Pfalz";7
"2020-03-02";19;"Rheinland-Pfalz";7
"2020-03-03";19;"Rheinland-Pfalz";7
"2020-03-04";17;"Rheinland-Pfalz";7
"2020-03-05";20;"Rheinland-Pfalz";7
"2020-03-06";22;"Rheinland-Pfalz";7
"2020-03-07";16;"Rheinland-Pfalz";7
"2020-03-08";25;"Rheinland-Pfalz";7
"2020-03-09";30;"Rheinland-Pfalz";7
"2020-03-10";39;"Rheinland-Pfalz";7
"2020-03-11";45;"Rheinland-Pfalz";7
"2020-03-12";77;"Rheinland-Pfalz";7
"2020-03-13";100;"Rheinland-Pfalz";7
"2020-03-14";93;"Rheinland-Pfalz";7
"2020-03-15";92;"Rheinland-Pfalz";7
"2020-03-16";94;"Rheinland-Pfalz";7
"2020-03-17";87;"Rheinland-Pfalz";7
"2020-03-18";81;"Rheinland-Pfalz";7
"2020-03-19";79;"Rheinland-Pfalz";7
"2020-03-20";84;"Rheinland-Pfalz";7
"2020-03-21";82;"Rheinland-Pfalz";7
"2020-03-22";89;"Rheinland-Pfalz";7
"2020-03-23";70;"Rheinland-Pfalz";7
"2020-03-24";60;"Rheinland-Pfalz";7
"2020-03-25";61;"Rheinland-Pfalz";7
"2020-03-26";55;"Rheinland-Pfalz";7
"2020-03-27";56;"Rheinland-Pfalz";7
"2020-03-28";59;"Rheinland-Pfalz";7
"2020-03-29";55;"Rheinland-Pfalz";7
"2020-03-30";52;"Rheinland-Pfalz";7
"2020-03-31";48;"Rheinland-Pfalz";7
"2020-04-01";48;"Rheinland-Pfalz";7
"2020-04-02";44;"Rheinland-Pfalz";7
"2020-04-03";39;"Rheinland-Pfalz";7
"2020-04-04";44;"Rheinland-Pfalz";7
"2020-04-05";45;"Rheinland-Pfalz";7
"2020-04-06";38;"Rheinland-Pfalz";7
"2020-04-07";39;"Rheinland-Pfalz";7
"2020-04-08";36;"Rheinland-Pfalz";7
"2020-04-09";38;"Rheinland-Pfalz";7
"2020-04-10";36;"Rheinland-Pfalz";7
"2020-04-11";34;"Rheinland-Pfalz";7
"2020-04-12";33;"Rheinland-Pfalz";7
"2020-04-13";36;"Rheinland-Pfalz";7
"2020-04-14";34;"Rheinland-Pfalz";7
"2020-04-15";56;"Rheinland-Pfalz";7
"2020-04-16";40;"Rheinland-Pfalz";7
"2020-04-17";35;"Rheinland-Pfalz";7
"2020-04-18";32;"Rheinland-Pfalz";7
"2020-04-19";30;"Rheinland-Pfalz";7
"2020-04-20";31;"Rheinland-Pfalz";7
"2020-04-21";31;"Rheinland-Pfalz";7
"2020-04-22";31;"Rheinland-Pfalz";7
"2020-04-23";30;"Rheinland-Pfalz";7
"2020-04-24";28;"Rheinland-Pfalz";7
"2020-04-25";28;"Rheinland-Pfalz";7
"2020-04-26";30;"Rheinland-Pfalz";7
"2020-04-27";28;"Rheinland-Pfalz";7
"2020-04-28";30;"Rheinland-Pfalz";7
"2020-04-29";30;"Rheinland-Pfalz";7
"2020-04-30";30;"Rheinland-Pfalz";7
"2020-05-01";26;"Rheinland-Pfalz";7
"2020-05-02";26;"Rheinland-Pfalz";7
"2020-05-03";30;"Rheinland-Pfalz";7
"2020-05-04";28;"Rheinland-Pfalz";7
"2020-05-05";28;"Rheinland-Pfalz";7
"2020-05-06";48;"Rheinland-Pfalz";7
"2020-05-07";36;"Rheinland-Pfalz";7
"2020-05-08";29;"Rheinland-Pfalz";7
"2020-05-09";27;"Rheinland-Pfalz";7
"2020-05-10";28;"Rheinland-Pfalz";7
"2020-05-11";29;"Rheinland-Pfalz";7
"2020-05-12";30;"Rheinland-Pfalz";7
"2020-05-13";29;"Rheinland-Pfalz";7
"2020-05-14";26;"Rheinland-Pfalz";7
"2020-05-15";23;"Rheinland-Pfalz";7
"2020-05-16";23;"Rheinland-Pfalz";7
"2020-05-17";25;"Rheinland-Pfalz";7
"2020-05-18";24;"Rheinland-Pfalz";7
"2020-05-19";23;"Rheinland-Pfalz";7
"2020-05-20";25;"Rheinland-Pfalz";7
"2020-05-21";22;"Rheinland-Pfalz";7
"2020-05-22";19;"Rheinland-Pfalz";7
"2020-05-23";21;"Rheinland-Pfalz";7
"2020-05-24";22;"Rheinland-Pfalz";7
"2020-05-25";23;"Rheinland-Pfalz";7
"2020-05-26";25;"Rheinland-Pfalz";7
"2020-05-27";23;"Rheinland-Pfalz";7
"2020-05-28";20;"Rheinland-Pfalz";7
"2020-05-29";20;"Rheinland-Pfalz";7
"2020-05-30";20;"Rheinland-Pfalz";7
"2020-05-31";20;"Rheinland-Pfalz";7
"2020-06-01";20;"Rheinland-Pfalz";7
"2020-06-02";19;"Rheinland-Pfalz";7
"2020-06-03";18;"Rheinland-Pfalz";7
"2020-06-04";21;"Rheinland-Pfalz";7
"2020-06-05";18;"Rheinland-Pfalz";7
"2020-06-06";17;"Rheinland-Pfalz";7
"2020-06-07";19;"Rheinland-Pfalz";7
"2020-06-08";18;"Rheinland-Pfalz";7
"2020-06-09";18;"Rheinland-Pfalz";7
"2020-06-10";18;"Rheinland-Pfalz";7
"2020-06-11";15;"Rheinland-Pfalz";7
"2020-06-12";15;"Rheinland-Pfalz";7
"2020-06-13";14;"Rheinland-Pfalz";7
"2020-06-14";17;"Rheinland-Pfalz";7
"2020-06-15";19;"Rheinland-Pfalz";7
"2020-06-16";29;"Rheinland-Pfalz";7
"2020-03-01";24;"Nordrhein-Westfalen";5
"2020-03-02";24;"Nordrhein-Westfalen";5
"2020-03-03";20;"Nordrhein-Westfalen";5
"2020-03-04";22;"Nordrhein-Westfalen";5
"2020-03-05";25;"Nordrhein-Westfalen";5
"2020-03-06";24;"Nordrhein-Westfalen";5
"2020-03-07";20;"Nordrhein-Westfalen";5
"2020-03-08";25;"Nordrhein-Westfalen";5
"2020-03-09";31;"Nordrhein-Westfalen";5
"2020-03-10";38;"Nordrhein-Westfalen";5
"2020-03-11";46;"Nordrhein-Westfalen";5
"2020-03-12";70;"Nordrhein-Westfalen";5
"2020-03-13";100;"Nordrhein-Westfalen";5
"2020-03-14";87;"Nordrhein-Westfalen";5
"2020-03-15";100;"Nordrhein-Westfalen";5
"2020-03-16";95;"Nordrhein-Westfalen";5
"2020-03-17";89;"Nordrhein-Westfalen";5
"2020-03-18";84;"Nordrhein-Westfalen";5
"2020-03-19";81;"Nordrhein-Westfalen";5
"2020-03-20";81;"Nordrhein-Westfalen";5
"2020-03-21";82;"Nordrhein-Westfalen";5
"2020-03-22";87;"Nordrhein-Westfalen";5
"2020-03-23";68;"Nordrhein-Westfalen";5
"2020-03-24";62;"Nordrhein-Westfalen";5
"2020-03-25";60;"Nordrhein-Westfalen";5
"2020-03-26";55;"Nordrhein-Westfalen";5
"2020-03-27";56;"Nordrhein-Westfalen";5
"2020-03-28";57;"Nordrhein-Westfalen";5
"2020-03-29";55;"Nordrhein-Westfalen";5
"2020-03-30";49;"Nordrhein-Westfalen";5
"2020-03-31";47;"Nordrhein-Westfalen";5
"2020-04-01";47;"Nordrhein-Westfalen";5
"2020-04-02";45;"Nordrhein-Westfalen";5
"2020-04-03";42;"Nordrhein-Westfalen";5
"2020-04-04";42;"Nordrhein-Westfalen";5
"2020-04-05";44;"Nordrhein-Westfalen";5
"2020-04-06";42;"Nordrhein-Westfalen";5
"2020-04-07";39;"Nordrhein-Westfalen";5
"2020-04-08";38;"Nordrhein-Westfalen";5
"2020-04-09";36;"Nordrhein-Westfalen";5
"2020-04-10";36;"Nordrhein-Westfalen";5
"2020-04-11";35;"Nordrhein-Westfalen";5
"2020-04-12";35;"Nordrhein-Westfalen";5
"2020-04-13";37;"Nordrhein-Westfalen";5
"2020-04-14";35;"Nordrhein-Westfalen";5
"2020-04-15";58;"Nordrhein-Westfalen";5
"2020-04-16";41;"Nordrhein-Westfalen";5
"2020-04-17";35;"Nordrhein-Westfalen";5
"2020-04-18";32;"Nordrhein-Westfalen";5
"2020-04-19";32;"Nordrhein-Westfalen";5
"2020-04-20";32;"Nordrhein-Westfalen";5
"2020-04-21";30;"Nordrhein-Westfalen";5
"2020-04-22";32;"Nordrhein-Westfalen";5
"2020-04-23";33;"Nordrhein-Westfalen";5
"2020-04-24";29;"Nordrhein-Westfalen";5
"2020-04-25";29;"Nordrhein-Westfalen";5
"2020-04-26";30;"Nordrhein-Westfalen";5
"2020-04-27";29;"Nordrhein-Westfalen";5
"2020-04-28";29;"Nordrhein-Westfalen";5
"2020-04-29";32;"Nordrhein-Westfalen";5
"2020-04-30";33;"Nordrhein-Westfalen";5
"2020-05-01";28;"Nordrhein-Westfalen";5
"2020-05-02";26;"Nordrhein-Westfalen";5
"2020-05-03";31;"Nordrhein-Westfalen";5
"2020-05-04";30;"Nordrhein-Westfalen";5
"2020-05-05";30;"Nordrhein-Westfalen";5
"2020-05-06";49;"Nordrhein-Westfalen";5
"2020-05-07";38;"Nordrhein-Westfalen";5
"2020-05-08";32;"Nordrhein-Westfalen";5
"2020-05-09";31;"Nordrhein-Westfalen";5
"2020-05-10";32;"Nordrhein-Westfalen";5
"2020-05-11";30;"Nordrhein-Westfalen";5
"2020-05-12";27;"Nordrhein-Westfalen";5
"2020-05-13";27;"Nordrhein-Westfalen";5
"2020-05-14";25;"Nordrhein-Westfalen";5
"2020-05-15";24;"Nordrhein-Westfalen";5
"2020-05-16";23;"Nordrhein-Westfalen";5
"2020-05-17";23;"Nordrhein-Westfalen";5
"2020-05-18";24;"Nordrhein-Westfalen";5
"2020-05-19";22;"Nordrhein-Westfalen";5
"2020-05-20";23;"Nordrhein-Westfalen";5
"2020-05-21";21;"Nordrhein-Westfalen";5
"2020-05-22";20;"Nordrhein-Westfalen";5
"2020-05-23";21;"Nordrhein-Westfalen";5
"2020-05-24";22;"Nordrhein-Westfalen";5
"2020-05-25";24;"Nordrhein-Westfalen";5
"2020-05-26";22;"Nordrhein-Westfalen";5
"2020-05-27";22;"Nordrhein-Westfalen";5
"2020-05-28";22;"Nordrhein-Westfalen";5
"2020-05-29";20;"Nordrhein-Westfalen";5
"2020-05-30";19;"Nordrhein-Westfalen";5
"2020-05-31";19;"Nordrhein-Westfalen";5
"2020-06-01";20;"Nordrhein-Westfalen";5
"2020-06-02";20;"Nordrhein-Westfalen";5
"2020-06-03";20;"Nordrhein-Westfalen";5
"2020-06-04";20;"Nordrhein-Westfalen";5
"2020-06-05";18;"Nordrhein-Westfalen";5
"2020-06-06";16;"Nordrhein-Westfalen";5
"2020-06-07";18;"Nordrhein-Westfalen";5
"2020-06-08";18;"Nordrhein-Westfalen";5
"2020-06-09";17;"Nordrhein-Westfalen";5
"2020-06-10";17;"Nordrhein-Westfalen";5
"2020-06-11";19;"Nordrhein-Westfalen";5
"2020-06-12";16;"Nordrhein-Westfalen";5
"2020-06-13";15;"Nordrhein-Westfalen";5
"2020-06-14";17;"Nordrhein-Westfalen";5
"2020-06-15";20;"Nordrhein-Westfalen";5
"2020-06-16";29;"Nordrhein-Westfalen";5
"2020-03-01";21;"Niedersachsen";3
"2020-03-02";20;"Niedersachsen";3
"2020-03-03";20;"Niedersachsen";3
"2020-03-04";21;"Niedersachsen";3
"2020-03-05";24;"Niedersachsen";3
"2020-03-06";22;"Niedersachsen";3
"2020-03-07";17;"Niedersachsen";3
"2020-03-08";22;"Niedersachsen";3
"2020-03-09";27;"Niedersachsen";3
"2020-03-10";37;"Niedersachsen";3
"2020-03-11";51;"Niedersachsen";3
"2020-03-12";87;"Niedersachsen";3
"2020-03-13";95;"Niedersachsen";3
"2020-03-14";87;"Niedersachsen";3
"2020-03-15";94;"Niedersachsen";3
"2020-03-16";100;"Niedersachsen";3
"2020-03-17";89;"Niedersachsen";3
"2020-03-18";85;"Niedersachsen";3
"2020-03-19";85;"Niedersachsen";3
"2020-03-20";85;"Niedersachsen";3
"2020-03-21";84;"Niedersachsen";3
"2020-03-22";92;"Niedersachsen";3
"2020-03-23";73;"Niedersachsen";3
"2020-03-24";62;"Niedersachsen";3
"2020-03-25";59;"Niedersachsen";3
"2020-03-26";55;"Niedersachsen";3
"2020-03-27";57;"Niedersachsen";3
"2020-03-28";59;"Niedersachsen";3
"2020-03-29";54;"Niedersachsen";3
"2020-03-30";54;"Niedersachsen";3
"2020-03-31";51;"Niedersachsen";3
"2020-04-01";48;"Niedersachsen";3
"2020-04-02";47;"Niedersachsen";3
"2020-04-03";45;"Niedersachsen";3
"2020-04-04";50;"Niedersachsen";3
"2020-04-05";48;"Niedersachsen";3
"2020-04-06";44;"Niedersachsen";3
"2020-04-07";41;"Niedersachsen";3
"2020-04-08";42;"Niedersachsen";3
"2020-04-09";38;"Niedersachsen";3
"2020-04-10";35;"Niedersachsen";3
