Mobility,49780.6456785034
COVID-19 burden,51486.8385678069
Searches corona,50796.6096798185
Temperature,50805.8024056405
Rainfall,51186.5741343381
Humidity,49780.6447462975
Wind,51186.5737514123
Foreign citizens,51322.6006045382
Nursing homes,51234.024310438
Population density,51268.7596556959
Socio-economic status,51302.4492699818
Age,51307.729945552
Gender,51322.6007101204
Holiday,50796.606062759
Interventions,51259.4935763727
Weekday,50796.6059747235
