variables,estimates
Mobility (PC1),0.9479863546966449
Mobility (PC2),1.027726461890059
Mobility (PC3),1.0255847471506752
Mobility (PC4),0.8743694355215782
Mobility (PC5),1.002125953535413
Mobility (PC6),1.011431197378351
